# Server version 0.08 running on web112016.wireless.mcgill.ca:8123
# Game ID: 238
# Board class: halma.CCBoard
# Timeout: 1000
# Date: Tue Apr 08 21:14:36 EDT 2014
# Player 1: Player-0, 's260488774Player', running on web112016.wireless.mcgill.ca
# Player 2: Player-1, 's260488774Player', running on web112016.wireless.mcgill.ca
# Player 3: Player-2, 's260488774Player', running on web112016.wireless.mcgill.ca
# Player 4: Player-3, 's260488774Player', running on web112016.wireless.mcgill.ca
START Player-0 s260488774Player
START Player-1 s260488774Player
START Player-2 s260488774Player
START Player-3 s260488774Player
0 (0,1) (2,3)
0 null null
1 (15,1) (13,3)
1 null null
2 (2,15) (4,13)
2 null null
3 (14,14) (12,12)
3 null null
0 (0,0) (0,1)
1 (15,0) (15,1)
2 (0,15) (2,15)
2 (2,15) (4,15)
2 null null
3 (15,15) (14,14)
0 (2,0) (4,2)
0 null null
1 (14,0) (12,2)
1 null null
2 (0,14) (2,12)
2 null null
3 (13,13) (11,11)
3 null null
0 (1,0) (3,2)
0 (3,2) (5,2)
0 null null
1 (14,1) (12,3)
1 null null
2 (1,15) (3,13)
2 (3,13) (5,13)
2 null null
3 (14,15) (12,13)
3 (12,13) (12,11)
3 (12,11) (10,11)
3 null null
0 (1,1) (3,3)
0 null null
1 (13,2) (11,4)
1 null null
2 (0,13) (2,11)
2 null null
3 (12,12) (10,10)
3 null null
0 (2,2) (4,4)
0 null null
1 (13,0) (11,2)
1 null null
2 (1,12) (3,10)
2 null null
3 (11,11) (9,9)
3 null null
0 (0,2) (2,4)
0 null null
1 (12,3) (10,5)
1 null null
2 (2,11) (4,9)
2 null null
3 (10,10) (8,8)
3 null null
0 (3,1) (5,3)
0 null null
1 (11,4) (9,6)
1 null null
2 (3,10) (5,8)
2 null null
3 (9,9) (7,7)
3 null null
0 (4,2) (6,4)
0 null null
1 (10,5) (8,7)
1 (8,7) (6,7)
1 null null
2 (5,8) (7,6)
2 null null
3 (8,8) (6,6)
3 null null
0 (5,3) (7,5)
0 null null
1 (15,2) (13,4)
1 null null
2 (3,14) (5,12)
2 null null
3 (7,7) (5,5)
3 null null
0 (6,4) (8,6)
0 (8,6) (10,6)
0 null null
1 (13,1) (11,3)
1 null null
2 (4,13) (6,11)
2 null null
3 (13,15) (11,13)
3 null null
0 (1,3) (3,5)
0 null null
1 (12,2) (10,4)
1 null null
2 (5,12) (7,10)
2 null null
3 (12,14) (10,12)
3 (10,12) (10,10)
3 null null
0 (2,4) (4,6)
0 null null
1 (11,3) (9,5)
1 (9,5) (9,7)
1 null null
2 (6,11) (8,9)
2 null null
3 (15,13) (13,11)
3 null null
0 (3,5) (5,7)
0 (5,7) (7,7)
0 null null
1 (14,2) (12,4)
1 null null
2 (7,10) (9,8)
2 null null
3 (14,12) (12,10)
3 null null
0 (10,6) (8,8)
0 (8,8) (10,8)
0 null null
1 (13,3) (11,5)
1 null null
2 (8,9) (10,7)
2 null null
3 (13,11) (11,9)
3 null null
0 (0,1) (1,1)
1 (12,4) (10,6)
1 (10,6) (8,8)
1 null null
2 (9,8) (11,6)
2 (11,6) (11,4)
2 null null
3 (10,11) (10,9)
3 null null
0 (7,7) (9,9)
0 (9,9) (11,11)
0 null null
1 (9,7) (7,9)
1 null null
2 (1,14) (3,12)
2 null null
3 (11,9) (9,7)
3 (9,7) (9,5)
3 null null
0 (7,5) (7,7)
0 (7,7) (9,9)
0 (9,9) (11,9)
0 (11,9) (13,11)
0 null null
1 (8,8) (6,10)
1 null null
2 (1,13) (3,11)
2 null null
3 (10,10) (9,9)
0 (13,11) (14,12)
1 (10,4) (8,6)
1 null null
2 (2,12) (4,10)
2 (4,10) (4,8)
2 null null
3 (15,12) (13,12)
3 null null
GAMEOVER TIMEOUT Player-0
WINNER Player-1
# Game ended: Tue Apr 08 21:14:39 EDT 2014
