# Server version 0.08 running on web112016.wireless.mcgill.ca:8123
# Game ID: 224
# Board class: halma.CCBoard
# Timeout: 1000
# Date: Tue Apr 08 20:48:12 EDT 2014
# Player 1: Player-0, 's260488774Player', running on web112016.wireless.mcgill.ca
# Player 2: Player-1, 's260488774Player', running on web112016.wireless.mcgill.ca
# Player 3: Player-2, 's260488774Player', running on web112016.wireless.mcgill.ca
# Player 4: Player-3, 's260488774Player', running on web112016.wireless.mcgill.ca
START Player-0 s260488774Player
2 (2,9) (1,8)
3 (3,14) (2,14)
0 (0,11) (0,13)
0 null null
1 (8,1) (7,0)
2 (1,8) (1,6)
2 null null
3 (2,14) (1,14)
0 (6,0) (8,0)
0 null null
1 (7,0) (6,0)
2 (1,6) (0,5)
3 (1,14) (0,14)
0 (1,5) (1,6)
1 (15,3) (15,4)
2 (1,7) (1,5)
2 (1,5) (1,3)
2 null null
3 (15,10) (13,8)
3 null null
0 (15,9) (15,10)
1 (15,7) (15,9)
1 (15,9) (13,11)
1 null null
2 (1,4) (1,2)
2 null null
3 (15,11) (15,9)
3 (15,9) (15,7)
3 (15,7) (15,5)
3 (15,5) (15,3)
3 null null
0 (15,10) (15,11)
1 (14,8) (15,9)
2 (1,3) (1,1)
2 null null
3 (14,10) (14,8)
3 (14,8) (14,6)
3 null null
0 (15,11) (15,13)
0 null null
1 (13,11) (14,12)
2 (15,8) (15,7)
3 (14,9) (15,8)
0 (15,13) (15,14)
1 (14,12) (15,13)
2 (15,7) (15,5)
2 null null
3 (15,3) (15,2)
0 (1,6) (1,7)
1 (14,7) (14,8)
2 (15,5) (15,3)
2 null null
3 (13,8) (14,7)
0 (0,2) (0,3)
1 (15,4) (15,5)
2 (0,5) (0,4)
3 (14,7) (14,5)
3 null null
0 (0,3) (0,5)
0 null null
1 (15,5) (15,7)
1 (15,7) (13,9)
1 null null
2 (0,4) (0,3)
3 (14,6) (14,4)
3 null null
0 (1,7) (1,8)
1 (13,9) (14,10)
2 (0,3) (0,2)
3 (14,5) (14,3)
3 null null
0 (1,8) (1,9)
1 (14,10) (15,11)
2 (11,14) (12,14)
3 (14,4) (14,2)
3 null null
0 (1,9) (0,10)
1 (15,6) (15,7)
2 (12,14) (14,14)
2 null null
3 (14,3) (14,1)
3 null null
0 (0,10) (0,11)
1 (14,8) (14,9)
2 (12,15) (14,13)
2 null null
3 (14,15) (12,15)
3 null null
0 (8,0) (9,0)
1 (14,9) (15,10)
2 (14,13) (14,15)
2 null null
3 (15,8) (15,6)
3 null null
0 (9,0) (10,0)
1 (15,7) (15,8)
2 (1,2) (2,1)
3 (15,6) (15,5)
0 (10,0) (11,0)
1 (15,10) (14,11)
2 (3,15) (4,14)
3 (5,15) (3,15)
3 null null
0 (12,1) (13,1)
1 (15,8) (15,10)
1 (15,10) (13,12)
1 null null
2 (4,14) (5,15)
3 (15,12) (15,10)
3 (15,10) (15,8)
3 null null
0 (11,0) (12,1)
1 (13,12) (14,13)
2 (5,15) (7,15)
2 null null
3 (15,5) (15,4)
0 (0,5) (1,6)
1 (14,11) (15,12)
2 (7,15) (8,15)
3 (6,15) (5,15)
0 (1,6) (1,7)
1 (15,9) (15,10)
2 (8,15) (9,15)
3 (12,15) (11,15)
0 (1,7) (1,8)
1 (14,0) (12,2)
1 null null
2 (9,15) (10,15)
3 (11,15) (9,15)
3 null null
0 (12,0) (14,0)
0 null null
1 (12,2) (11,1)
2 (10,15) (11,15)
3 (9,15) (8,15)
0 (1,8) (1,9)
1 (11,1) (10,0)
2 (11,15) (12,15)
3 (8,15) (7,15)
0 (1,9) (0,10)
1 (10,0) (9,0)
2 (1,15) (2,14)
3 (3,15) (1,15)
3 null null
0 (12,1) (12,0)
1 (9,0) (8,0)
2 (2,14) (3,15)
3 (7,15) (6,15)
0 (0,10) (1,11)
1 (8,0) (7,0)
2 (3,15) (4,14)
3 (5,15) (3,15)
3 null null
0 (1,11) (1,12)
1 (15,10) (14,11)
2 (4,14) (5,15)
3 (15,8) (15,7)
0 (1,12) (1,13)
1 (14,11) (14,12)
2 (5,15) (7,15)
2 null null
3 (15,7) (15,6)
0 (1,13) (1,14)
1 (15,11) (13,13)
1 null null
2 (7,15) (8,15)
3 (15,6) (15,5)
0 (0,7) (1,8)
1 (14,12) (12,14)
1 null null
2 (0,9) (0,7)
2 (0,7) (0,5)
2 null null
3 (6,15) (5,15)
0 (1,8) (0,9)
1 (13,13) (11,15)
1 null null
2 (0,5) (0,4)
3 (15,4) (14,3)
0 (0,6) (0,7)
1 (7,0) (6,1)
2 (0,8) (0,6)
2 null null
3 (15,5) (15,4)
0 (0,7) (0,8)
1 (6,1) (5,1)
2 (0,4) (0,3)
3 (15,4) (13,2)
3 null null
0 (0,8) (0,10)
0 null null
1 (5,1) (4,1)
2 (0,6) (0,5)
3 (14,3) (12,1)
3 null null
0 (3,0) (5,2)
0 null null
1 (5,0) (3,0)
1 (3,0) (1,2)
1 null null
2 (0,5) (0,4)
3 (13,2) (11,0)
3 null null
0 (5,2) (6,1)
1 (4,1) (3,0)
2 (8,15) (9,15)
3 (5,15) (4,14)
0 (6,1) (7,0)
1 (6,0) (5,0)
2 (9,15) (10,15)
3 (4,14) (3,14)
0 (7,0) (8,0)
1 (5,0) (4,1)
2 (0,4) (1,3)
3 (3,14) (2,14)
0 (8,0) (9,0)
1 (4,1) (3,1)
2 (10,15) (11,14)
3 (3,15) (1,13)
3 null null
0 (9,0) (10,0)
1 (4,0) (2,2)
1 (2,2) (0,4)
1 null null
2 (11,14) (12,13)
3 (4,15) (3,15)
0 (0,10) (1,11)
1 (3,1) (2,2)
2 (12,13) (13,13)
3 (11,0) (9,0)
3 null null
0 (10,0) (11,0)
1 (2,2) (2,3)
2 (13,13) (14,12)
3 (9,0) (10,0)
0 (0,9) (0,10)
1 (2,3) (2,2)
2 (1,3) (3,1)
2 null null
3 (15,15) (13,13)
3 (13,13) (15,11)
3 null null
0 (15,14) (15,15)
1 (15,12) (15,14)
1 null null
2 (14,12) (15,12)
3 (0,14) (2,12)
3 null null
0 (0,12) (0,14)
0 null null
1 (2,2) (1,3)
2 (3,1) (4,0)
3 (2,12) (1,12)
0 (0,10) (0,12)
0 null null
1 (2,15) (3,14)
2 (0,3) (1,4)
3 (3,15) (2,15)
0 (11,0) (13,2)
0 null null
1 (3,14) (3,15)
2 (1,4) (0,3)
3 (10,0) (11,0)
0 (0,11) (2,13)
0 null null
1 (14,13) (13,12)
2 (12,15) (14,13)
2 null null
3 (1,12) (0,11)
0 (1,11) (1,12)
1 (13,12) (13,13)
2 (14,13) (12,13)
2 (12,13) (12,15)
2 null null
3 (15,2) (15,4)
3 null null
0 (13,2) (15,2)
0 null null
1 (13,13) (14,13)
2 (4,0) (5,1)
3 (15,4) (14,3)
0 (1,12) (3,14)
0 null null
1 (12,14) (11,14)
2 (5,1) (4,0)
3 (14,3) (13,2)
0 (2,13) (4,15)
0 null null
1 (11,14) (12,14)
2 (1,1) (3,1)
2 null null
3 (1,0) (1,1)
0 (4,15) (4,14)
1 (3,0) (1,0)
1 null null
2 (3,1) (3,0)
3 (0,11) (1,10)
0 (4,14) (4,15)
1 (2,0) (3,1)
2 (4,0) (2,0)
2 null null
3 (1,10) (0,11)
0 (4,15) (5,15)
1 (3,1) (2,2)
2 (2,1) (3,1)
3 (2,14) (4,14)
3 null null
0 (0,12) (2,14)
0 null null
1 (2,2) (2,1)
2 (3,1) (4,0)
3 (0,11) (0,12)
0 (5,15) (4,15)
GAMEOVER 
WINNER Player-1
# Game ended: Tue Apr 08 20:48:15 EDT 2014
